segment_name,confidence_assessment,pydub_avg_loudness_dBFS,pydub_silence_%,librosa_avg_RMS,librosa_silence_%,librosa_avg_pitch_Hz,WebRTC_VAD_speech_%,WebRTC_VAD_silence_%,parselmouth_mean_pitch_Hz,parselmouth_jitter,parselmouth_shimmer,mediapipe_mouth_openness_mean,mediapipe_mouth_openness_variance,mediapipe_eyebrow_height_mean,mediapipe_eyebrow_height_variance,mediapipe_frames_analyzed,deepface_most_frequent_emotion,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_neutral,deepface_sad,deepface_surprise,openface_dominant_emotion_approx,openface_AU01_r,openface_AU02_r,openface_AU04_r,openface_AU05_r,openface_AU06_r,openface_AU07_r,openface_AU09_r,openface_AU10_r,openface_AU12_r,openface_AU14_r,openface_AU15_r,openface_AU17_r,openface_AU20_r,openface_AU23_r,openface_AU25_r,openface_AU26_r,openface_AU45_r,openface_happy,openface_surprised,openface_angry,openface_sad,mediapipe_left_hand_variability,mediapipe_right_hand_variability,mediapipe_avg_hand_movement_amplitude,mediapipe_valid_frames_analyzed,mediapipe_total_frames,mediapipe_coverage_%,wpm
ldq6wKtQzU8_seg002,2.0,-30.05,26.85,0.0760999992489814,23.34,1420.1400146484375,81.84,18.16,215.96,0.0216,0.0786,0.00784,5e-05,0.02039,8e-05,26.0,fear,0.0,0.0,38.5,15.4,38.5,3.8,3.8,surprised,0.411,0.237,0.019,0.118,0.116,0.428,0.147,0.166,0.455,0.217,0.215,0.472,0.096,0.181,0.52,0.486,0.153,0.455,0.647,0.019,0.215,0.01021,0.0113,0.28658,469.0,776.0,60.4,79.7
ldq6wKtQzU8_seg003,3.0,-29.14,24.13,0.0800999999046325,22.06,1424.5999755859375,84.21,15.79,222.67,0.0229,0.0828,0.0088,5e-05,0.02733,4e-05,30.0,fear,0.0,0.0,63.3,0.0,33.3,3.3,0.0,surprised,0.326,0.079,0.01,0.098,0.024,0.198,0.211,0.038,0.263,0.118,0.201,0.563,0.089,0.193,0.797,0.578,0.248,0.263,0.405,0.01,0.201,0.00843,0.01397,0.35731,329.0,893.0,36.8,75.7
ldq6wKtQzU8_seg004,4.0,-27.7,22.61,0.0819000005722045,18.24,1542.969970703125,89.27,10.73,213.28,0.0235,0.088,0.00692,3e-05,0.02194,5e-05,26.0,neutral,0.0,0.0,34.6,0.0,38.5,23.1,3.8,happy,0.295,0.085,0.037,0.144,0.113,0.433,0.186,0.124,0.513,0.217,0.159,0.53,0.109,0.131,0.525,0.456,0.361,0.513,0.381,0.037,0.159,0.00749,0.00685,0.26797,686.0,751.0,91.3,78.54
ldq6wKtQzU8_seg005,3.0,-26.6,19.49,0.0864000022411346,17.14,1391.9300537109375,89.25,10.75,211.83,0.0232,0.0842,0.00802,3e-05,0.02415,4e-05,25.0,neutral,0.0,0.0,24.0,12.0,40.0,8.0,16.0,surprised,0.299,0.079,0.001,0.1,0.03,0.217,0.141,0.035,0.226,0.059,0.121,0.29,0.115,0.146,0.458,0.397,0.222,0.226,0.377,0.001,0.121,0.00476,0.00853,0.3092,424.0,750.0,56.5,82.48
ldq6wKtQzU8_seg006,3.0,-26.3,16.09,0.0829000025987625,13.78,1379.0400390625,92.15,7.85,214.62,0.0267,0.0899,0.00932,5e-05,0.02301,4e-05,28.0,neutral,3.6,3.6,25.0,0.0,42.9,17.9,7.1,surprised,0.327,0.075,0.004,0.082,0.037,0.24,0.141,0.027,0.247,0.058,0.129,0.396,0.088,0.184,0.524,0.484,0.186,0.247,0.402,0.004,0.129,0.00421,0.00539,0.31875,611.0,834.0,73.3,67.26
ldq6wKtQzU8_seg007,3.0,-27.73,22.26,0.0817999988794326,17.32,1524.0699462890625,89.93,10.07,217.41,0.0251,0.0848,0.01035,5e-05,0.02444,3e-05,27.0,fear,0.0,0.0,51.9,3.7,25.9,18.5,0.0,happy,0.498,0.095,0.007,0.119,0.098,0.454,0.204,0.109,0.616,0.094,0.184,0.48,0.12,0.207,0.675,0.609,0.191,0.616,0.593,0.007,0.184,0.01044,0.01811,0.3311,539.0,786.0,68.6,82.37
ldq6wKtQzU8_seg008,2.0,-27.31,20.97,0.0874999985098838,17.65,1441.260009765625,88.74,11.26,227.93,0.0235,0.0849,0.00789,4e-05,0.02296,4e-05,25.0,fear,0.0,0.0,56.0,0.0,20.0,20.0,4.0,surprised,0.317,0.058,0.004,0.068,0.057,0.273,0.119,0.042,0.359,0.134,0.103,0.433,0.069,0.088,0.387,0.277,0.158,0.359,0.375,0.004,0.103,0.00791,0.00551,0.3061,314.0,741.0,42.4,91.23
ldq6wKtQzU8_seg009,2.0,-27.39,22.44,0.0860000029206276,17.43,1437.1700439453125,89.38,10.62,224.67,0.0245,0.0832,0.00624,2e-05,0.0264,4e-05,25.0,sad,0.0,0.0,32.0,4.0,16.0,40.0,8.0,surprised,0.261,0.086,0.001,0.092,0.004,0.116,0.15,0.004,0.159,0.083,0.151,0.423,0.082,0.16,0.515,0.511,0.34,0.159,0.348,0.001,0.151,0.00901,0.00987,0.32593,494.0,725.0,68.1,91.27
ldq6wKtQzU8_seg010,2.0,-27.21,19.34,0.0822999998927116,16.87,1508.81005859375,89.34,10.66,216.69,0.0211,0.0791,0.00866,4e-05,0.02241,3e-05,25.0,fear,0.0,0.0,40.0,8.0,12.0,40.0,0.0,happy,0.216,0.092,0.007,0.1,0.082,0.262,0.146,0.069,0.391,0.064,0.128,0.364,0.071,0.148,0.353,0.428,0.219,0.391,0.308,0.007,0.128,0.00517,0.00812,0.28426,452.0,729.0,62.0,71.03
ldq6wKtQzU8_seg012,2.0,-27.65,22.81,0.0846000015735626,17.82,1468.719970703125,88.33,11.67,207.81,0.0269,0.0863,0.01024,8e-05,0.02598,4e-05,26.0,fear,0.0,0.0,46.2,0.0,30.8,19.2,3.8,surprised,0.394,0.087,0.004,0.125,0.046,0.39,0.19,0.04,0.355,0.109,0.212,0.467,0.104,0.165,0.599,0.571,0.208,0.355,0.481,0.004,0.212,0.00824,0.00946,0.36283,526.0,765.0,68.8,69.57
nn5k4snG3rA_seg000,3.0,-29.93,26.86,0.0483999997377395,9.46,1298.550048828125,88.61,11.39,146.63,0.0239,0.1062,0.00445,1e-05,0.01208,2e-05,31.0,sad,3.2,0.0,9.7,19.4,19.4,45.2,3.2,angry,0.403,0.214,0.889,0.175,0.282,0.899,0.078,0.634,0.253,0.202,0.168,0.978,0.178,0.444,0.569,0.774,0.182,0.253,0.617,0.889,0.168,0.02428,0.00601,0.31176,621.0,924.0,67.2,185.0
nn5k4snG3rA_seg001,4.0,-29.91,28.25,0.0500999987125396,13.71,1249.1500244140625,85.29,14.71,150.05,0.0228,0.1044,0.00333,1e-05,0.00922,0.0,32.0,neutral,0.0,0.0,15.6,21.9,34.4,28.1,0.0,angry,0.301,0.157,0.751,0.109,0.302,1.086,0.068,0.356,0.257,0.279,0.209,0.63,0.189,0.257,0.565,0.646,0.197,0.257,0.458,0.751,0.209,0.00046,0.00329,0.22967,942.0,942.0,100.0,217.77
nn5k4snG3rA_seg002,3.0,-32.39,31.66,0.0421999990940094,22.16,1254.199951171875,84.92,15.08,134.14,0.022,0.1091,0.00307,1e-05,0.00869,0.0,32.0,sad,0.0,0.0,9.4,3.1,18.8,40.6,28.1,angry,0.16,0.095,0.434,0.129,0.095,0.288,0.05,0.328,0.073,0.215,0.21,0.584,0.102,0.114,0.391,0.412,0.099,0.073,0.255,0.434,0.21,0.00191,0.00689,0.1997,556.0,955.0,58.2,190.27
nn5k4snG3rA_seg003,4.0,-28.28,20.74,0.0533000007271766,6.97,1309.5899658203125,89.68,10.32,140.91,0.022,0.1094,0.00628,2e-05,0.01536,1e-05,33.0,sad,3.0,0.0,6.1,30.3,21.2,36.4,3.0,angry,0.295,0.158,0.569,0.126,0.311,0.752,0.08,0.652,0.511,0.459,0.205,1.007,0.191,0.301,0.636,0.633,0.256,0.511,0.453,0.569,0.205,0.01499,0.01072,0.25096,888.0,968.0,91.7,198.82
nn5k4snG3rA_seg004,3.0,-32.58,33.77,0.0419999994337558,21.65,1270.3399658203125,84.76,15.24,135.44,0.0229,0.1131,0.00631,2e-05,0.01506,0.0,31.0,neutral,0.0,0.0,9.7,12.9,41.9,35.5,0.0,angry,0.475,0.149,0.755,0.087,0.216,0.828,0.101,0.523,0.282,0.244,0.199,0.919,0.108,0.437,0.59,0.502,0.154,0.282,0.624,0.755,0.199,0.00085,0.00236,0.37438,609.0,903.0,67.4,187.19
nn5k4snG3rA_seg005,4.0,-27.63,22.15,0.0623000003397464,7.85,1160.4200439453125,87.16,12.84,158.27,0.0229,0.1083,0.00849,3e-05,0.01574,1e-05,31.0,happy,0.0,0.0,19.4,32.3,16.1,32.3,0.0,angry,0.318,0.165,0.73,0.076,0.413,0.714,0.074,0.911,0.433,0.376,0.271,1.175,0.123,0.359,0.664,0.686,0.294,0.433,0.483,0.73,0.271,0.01108,0.01101,0.3102,648.0,918.0,70.6,201.89
nn5k4snG3rA_seg006,3.0,-30.48,24.58,0.0416000001132488,12.4,1251.3800048828125,90.51,9.49,137.75,0.025,0.1125,0.00688,2e-05,0.01539,0.0,31.0,sad,0.0,0.0,9.7,29.0,29.0,32.3,0.0,angry,0.284,0.131,0.459,0.08,0.171,0.554,0.083,0.326,0.147,0.12,0.183,0.761,0.169,0.289,0.384,0.45,0.159,0.147,0.415,0.459,0.183,0.01452,0.01401,0.24995,662.0,901.0,73.5,235.61
nn5k4snG3rA_seg007,3.0,-28.79,21.17,0.0520000010728836,11.89,1194.050048828125,93.14,6.86,136.97,0.0218,0.1095,0.00594,2e-05,0.01525,1e-05,31.0,sad,0.0,0.0,9.7,6.5,25.8,58.1,0.0,surprised,0.345,0.181,0.415,0.088,0.197,0.723,0.07,0.408,0.268,0.169,0.145,0.701,0.107,0.331,0.583,0.434,0.165,0.268,0.526,0.415,0.145,0.01241,0.01352,0.33424,846.0,919.0,92.1,184.01
nn5k4snG3rA_seg008,4.0,-30.95,27.97,0.0419999994337558,13.5,1196.3599853515625,89.57,10.43,139.82,0.0236,0.1104,0.00628,2e-05,0.01574,0.0,32.0,sad,0.0,0.0,3.1,15.6,15.6,65.6,0.0,angry,0.449,0.182,0.704,0.074,0.152,0.84,0.11,0.371,0.111,0.13,0.166,0.746,0.119,0.366,0.668,0.566,0.162,0.111,0.63,0.704,0.166,0.01073,0.01075,0.32196,906.0,931.0,97.3,175.85
nn5k4snG3rA_seg009,3.0,-32.9,31.39,0.0379000008106231,21.57,1248.9100341796875,82.8,17.2,140.71,0.0242,0.112,0.00511,1e-05,0.01621,1e-05,31.0,neutral,0.0,0.0,6.5,22.6,35.5,35.5,0.0,angry,0.495,0.151,0.908,0.077,0.211,0.94,0.087,0.501,0.208,0.17,0.166,0.909,0.134,0.468,0.563,0.567,0.214,0.208,0.645,0.908,0.166,0.00081,0.00434,0.35764,905.0,926.0,97.7,180.64
nn5k4snG3rA_seg010,3.0,-28.95,21.57,0.0494999997317791,9.95,1261.4300537109375,92.25,7.75,150.61,0.025,0.1152,0.00471,3e-05,0.01072,3e-05,31.0,sad,0.0,0.0,3.2,19.4,29.0,48.4,0.0,surprised,0.409,0.211,0.555,0.145,0.363,0.83,0.117,0.399,0.313,0.182,0.289,0.893,0.192,0.348,0.571,0.601,0.173,0.313,0.62,0.555,0.289,0.01596,0.01331,0.23765,842.0,917.0,91.8,217.86
nn5k4snG3rA_seg011,4.0,-33.13,31.01,0.0370999984443187,20.04,1151.260009765625,87.45,12.55,139.23,0.0238,0.1108,0.00477,1e-05,0.01595,1e-05,32.0,sad,0.0,0.0,6.2,0.0,18.8,75.0,0.0,angry,0.531,0.175,1.032,0.107,0.012,0.254,0.061,0.797,0.091,0.095,0.213,0.772,0.16,0.218,0.648,0.567,0.395,0.091,0.706,1.032,0.213,0.01208,0.01151,0.28966,942.0,947.0,99.5,212.86
nn5k4snG3rA_seg012,4.0,-32.31,31.07,0.0392000004649162,18.09,1191.050048828125,87.34,12.66,134.7,0.0254,0.1131,0.00405,1e-05,0.01392,0.0,31.0,sad,0.0,0.0,0.0,3.2,19.4,77.4,0.0,angry,0.276,0.101,0.655,0.054,0.058,0.295,0.04,0.48,0.104,0.125,0.159,0.69,0.117,0.185,0.399,0.546,0.142,0.104,0.378,0.655,0.159,0.01913,0.01755,0.22946,721.0,924.0,78.0,198.64
nn5k4snG3rA_seg013,4.0,-31.57,30.09,0.0395000018179416,16.72,1218.6800537109375,88.58,11.42,136.47,0.0236,0.1106,0.00502,1e-05,0.0138,1e-05,32.0,sad,6.2,0.0,9.4,9.4,28.1,46.9,0.0,surprised,0.459,0.272,0.618,0.091,0.172,0.945,0.116,0.397,0.204,0.146,0.184,0.743,0.136,0.253,0.68,0.795,0.176,0.204,0.731,0.618,0.184,0.00106,0.00986,0.30064,883.0,954.0,92.6,198.05
nn5k4snG3rA_seg014,3.0,-30.11,26.09,0.0489999987185001,14.34,1151.1600341796875,89.17,10.83,145.5,0.0233,0.1111,0.00414,1e-05,0.01385,1e-05,33.0,fear,0.0,0.0,42.4,15.2,18.2,24.2,0.0,angry,0.178,0.088,0.477,0.056,0.174,0.236,0.045,0.444,0.24,0.194,0.25,0.883,0.098,0.141,0.426,0.506,0.228,0.24,0.265,0.477,0.25,0.00085,0.00955,0.31219,600.0,963.0,62.3,222.22
nn5k4snG3rA_seg015,4.0,-30.26,25.32,0.0467000007629394,12.77,1152.8399658203125,89.06,10.94,147.79,0.0208,0.1072,0.00574,2e-05,0.01325,1e-05,31.0,sad,0.0,0.0,0.0,19.4,9.7,67.7,3.2,happy,0.148,0.083,0.237,0.038,0.351,0.458,0.048,0.564,0.358,0.186,0.145,0.809,0.097,0.144,0.421,0.513,0.149,0.358,0.231,0.237,0.145,0.01931,0.02167,0.19031,908.0,921.0,98.6,187.44
nn5k4snG3rA_seg016,4.0,-33.22,33.54,0.0357999987900257,19.98,1139.4000244140625,85.43,14.57,149.03,0.0272,0.1157,0.0045,1e-05,0.01301,0.0,33.0,sad,3.0,0.0,12.1,15.2,33.3,36.4,0.0,angry,0.335,0.172,0.548,0.062,0.175,0.925,0.08,0.256,0.156,0.099,0.212,0.648,0.175,0.197,0.566,0.468,0.158,0.156,0.507,0.548,0.212,0.00049,0.00288,0.29954,942.0,963.0,97.8,183.01
nn5k4snG3rA_seg017,3.0,-32.77,30.15,0.035300001502037,18.98,1227.97998046875,87.26,12.74,136.69,0.0242,0.1143,0.00403,1e-05,0.01173,0.0,34.0,sad,0.0,0.0,8.8,29.4,20.6,41.2,0.0,angry,0.31,0.163,0.575,0.099,0.222,0.874,0.088,0.346,0.234,0.199,0.207,0.892,0.145,0.38,0.597,0.584,0.249,0.234,0.473,0.575,0.207,0.00255,0.00564,0.27907,983.0,1003.0,98.0,190.13
nn5k4snG3rA_seg018,3.0,-32.08,30.65,0.0392999984323978,17.93,1201.1199951171875,89.12,10.88,133.22,0.0218,0.1089,0.00574,1e-05,0.01739,1e-05,33.0,sad,0.0,0.0,33.3,9.1,6.1,48.5,3.0,angry,0.206,0.087,0.826,0.087,0.104,0.213,0.052,0.432,0.051,0.083,0.168,0.847,0.099,0.294,0.305,0.45,0.129,0.051,0.293,0.826,0.168,0.02377,0.00995,0.19943,419.0,967.0,43.3,247.44
nn5k4snG3rA_seg019,3.0,-34.18,35.33,0.0328000001609325,22.49,1105.8800048828125,86.17,13.83,132.33,0.025,0.1166,0.00542,1e-05,0.01773,1e-05,32.0,sad,0.0,0.0,6.2,3.1,12.5,78.1,0.0,angry,0.247,0.157,1.084,0.085,0.05,0.382,0.054,0.766,0.043,0.077,0.162,0.775,0.084,0.115,0.447,0.415,0.404,0.043,0.404,1.084,0.162,0.03401,0.0158,0.34235,349.0,950.0,36.7,217.73
nn5k4snG3rA_seg020,3.0,-31.15,26.89,0.0416000001132488,15.65,1197.3399658203125,89.07,10.93,133.13,0.025,0.1165,0.00456,1e-05,0.01478,1e-05,31.0,sad,0.0,0.0,16.1,12.9,19.4,48.4,3.2,angry,0.365,0.106,0.482,0.074,0.151,0.647,0.083,0.329,0.28,0.118,0.176,0.806,0.122,0.418,0.683,0.579,0.198,0.28,0.471,0.482,0.176,0.00106,0.00439,0.30717,790.0,914.0,86.4,196.79
nn5k4snG3rA_seg021,3.0,-35.38,42.95,0.0362999998033046,31.06,1147.0,76.52,23.48,153.88,0.0233,0.1067,0.00468,1e-05,0.01213,0.0,32.0,sad,0.0,0.0,12.5,15.6,25.0,46.9,0.0,angry,0.254,0.094,0.585,0.117,0.204,0.811,0.087,0.464,0.184,0.189,0.167,0.781,0.125,0.247,0.536,0.541,0.117,0.184,0.348,0.585,0.167,0.0003,0.0049,0.29329,823.0,935.0,88.0,150.14
nn5k4snG3rA_seg022,3.0,-34.82,39.69,0.0381000004708766,30.07,1069.8299560546875,77.0,23.0,160.34,0.0246,0.1083,0.00584,2e-05,0.0121,0.0,32.0,sad,0.0,0.0,15.6,15.6,25.0,43.8,0.0,angry,0.195,0.115,0.596,0.06,0.276,1.065,0.091,0.497,0.172,0.211,0.171,0.727,0.14,0.267,0.664,0.644,0.148,0.172,0.31,0.596,0.171,0.00056,0.00954,0.32235,898.0,959.0,93.6,155.77
nn5k4snG3rA_seg023,4.0,-34.13,36.5,0.0350000001490116,25.34,1132.2900390625,82.95,17.05,141.13,0.0229,0.1175,0.00519,2e-05,0.01254,0.0,33.0,sad,3.0,0.0,3.0,0.0,33.3,60.6,0.0,angry,0.248,0.123,0.572,0.081,0.145,0.93,0.091,0.35,0.074,0.088,0.16,0.6,0.138,0.173,0.661,0.643,0.172,0.074,0.37,0.572,0.16,0.00226,0.00407,0.29006,977.0,977.0,100.0,182.38
nn5k4snG3rA_seg024,3.0,-31.97,29.58,0.0395000018179416,18.86,1132.4000244140625,87.45,12.55,145.89,0.0243,0.1149,0.00406,1e-05,0.01454,1e-05,32.0,sad,6.2,0.0,9.4,6.2,31.2,46.9,0.0,angry,0.41,0.162,0.676,0.171,0.176,0.717,0.103,0.547,0.228,0.122,0.266,1.415,0.207,0.476,0.879,0.622,0.259,0.228,0.573,0.676,0.266,0.00025,0.00537,0.30153,850.0,932.0,91.2,206.5
nn5k4snG3rA_seg025,3.0,-36.69,47.19,0.0351999998092651,35.42,1117.9200439453125,71.83,28.17,150.22,0.025,0.1096,0.00313,1e-05,0.01225,0.0,31.0,neutral,0.0,0.0,0.0,6.5,71.0,22.6,0.0,angry,0.127,0.042,0.37,0.027,0.124,0.287,0.029,0.336,0.137,0.059,0.092,0.802,0.044,0.061,0.277,0.229,0.088,0.137,0.169,0.37,0.092,0.0004,0.01297,0.26155,270.0,907.0,29.8,134.88
nn5k4snG3rA_seg026,3.0,-31.18,32.25,0.0425000004470348,14.92,1236.72998046875,89.13,10.87,141.56,0.0247,0.1131,0.0,0.0,0.0,0.0,31.0,neutral,0.0,0.0,9.7,9.7,58.1,22.6,0.0,angry,0.193,0.112,0.456,0.085,0.199,0.206,0.065,0.345,0.277,0.25,0.162,0.735,0.121,0.185,0.278,0.42,0.126,0.277,0.305,0.456,0.162,0.00103,0.00099,0.16834,536.0,919.0,58.3,185.97
nn5k4snG3rA_seg028,4.0,-32.23,32.51,0.0373000018298625,15.71,1280.4300537109375,89.38,10.62,142.15,0.0273,0.1192,0.00392,1e-05,0.01087,1e-05,33.0,sad,0.0,0.0,15.2,12.1,30.3,42.4,0.0,surprised,0.523,0.197,0.493,0.078,0.096,0.626,0.077,0.294,0.113,0.102,0.266,0.767,0.198,0.443,0.674,0.627,0.174,0.113,0.72,0.493,0.266,0.00236,0.00371,0.23812,846.0,966.0,87.6,193.73
nn5k4snG3rA_seg029,3.0,-33.58,34.38,0.0342999994754791,20.82,1179.3800048828125,86.51,13.49,132.91,0.0218,0.1159,0.00316,1e-05,0.009,0.0,32.0,sad,0.0,0.0,6.2,9.4,31.2,53.1,0.0,angry,0.302,0.13,0.713,0.082,0.116,0.85,0.088,0.381,0.062,0.117,0.193,0.918,0.157,0.223,0.593,0.591,0.161,0.062,0.432,0.713,0.193,0.00077,0.00082,0.22779,948.0,948.0,100.0,189.81
nn5k4snG3rA_seg030,3.0,-33.8,35.2,0.034800000488758,22.48,1134.719970703125,85.47,14.53,136.48,0.0225,0.1083,0.00339,1e-05,0.00975,0.0,31.0,sad,0.0,0.0,6.5,16.1,35.5,41.9,0.0,surprised,0.295,0.136,0.397,0.096,0.178,0.714,0.065,0.347,0.215,0.161,0.141,0.669,0.16,0.134,0.661,0.537,0.183,0.215,0.431,0.397,0.141,0.00114,0.00059,0.24341,911.0,911.0,100.0,211.39
nn5k4snG3rA_seg031,3.0,-34.24,35.76,0.0366999991238117,26.66,1072.6500244140625,78.59,21.41,131.78,0.0208,0.1103,0.00286,1e-05,0.00969,0.0,31.0,sad,3.2,0.0,3.2,29.0,25.8,32.3,6.5,angry,0.553,0.183,0.812,0.096,0.223,0.781,0.092,0.488,0.273,0.251,0.218,0.874,0.142,0.43,0.799,0.573,0.185,0.273,0.737,0.812,0.218,0.00206,0.00048,0.24309,879.0,903.0,97.3,209.09
P_6vDLq64gE_seg000,3.0,-30.25,32.03,0.0401000007987022,0.0,1287.5899658203125,78.0,22.0,207.36,0.0284,0.1141,0.00847,5e-05,0.02616,7e-05,26.0,sad,3.8,0.0,30.8,3.8,30.8,30.8,0.0,angry,0.167,0.115,0.285,0.067,0.017,0.137,0.065,0.357,0.243,0.18,0.164,0.488,0.088,0.09,0.397,0.492,0.183,0.243,0.282,0.285,0.164,0.0198,0.00324,0.13796,323.0,763.0,42.3,192.47
P_6vDLq64gE_seg001,2.0,-28.8,22.7,0.0425999984145164,0.0,1389.8199462890625,84.11,15.89,252.47,0.0347,0.1291,0.01046,0.00021,0.02099,7e-05,26.0,neutral,0.0,0.0,19.2,3.8,57.7,19.2,0.0,surprised,0.073,0.074,0.109,0.056,0.105,0.287,0.038,0.146,0.102,0.152,0.053,0.388,0.072,0.112,0.494,0.375,0.081,0.102,0.147,0.109,0.053,0.00446,0.00435,0.09022,257.0,759.0,33.9,197.37
P_6vDLq64gE_seg002,3.0,-28.93,23.36,0.0423999987542629,0.0,1316.969970703125,86.05,13.95,214.32,0.0268,0.1139,0.01274,8e-05,0.03549,2e-05,27.0,sad,3.7,0.0,14.8,3.7,18.5,55.6,3.7,surprised,0.1,0.032,0.069,0.027,0.01,0.099,0.032,0.203,0.079,0.166,0.096,0.274,0.044,0.129,0.275,0.216,0.151,0.079,0.132,0.069,0.096,0.03212,0.02728,0.25773,375.0,801.0,46.8,185.34
P_6vDLq64gE_seg003,4.0,-28.36,21.12,0.0449000000953674,0.0,1340.800048828125,87.22,12.78,211.82,0.029,0.1136,0.01826,0.00017,0.03836,3e-05,27.0,happy,3.7,0.0,33.3,37.0,7.4,18.5,0.0,surprised,0.071,0.05,0.09,0.033,0.001,0.067,0.019,0.199,0.067,0.099,0.062,0.298,0.039,0.073,0.181,0.257,0.129,0.067,0.121,0.09,0.062,0.00421,0.00133,0.06783,483.0,803.0,60.1,184.7
P_6vDLq64gE_seg004,3.0,-28.48,11.95,0.0421000011265277,0.0,1242.469970703125,84.61,15.39,232.33,0.0336,0.1182,0.01509,0.00013,0.03562,4e-05,27.0,sad,3.7,0.0,25.9,18.5,18.5,29.6,3.7,happy,0.207,0.102,0.307,0.064,0.278,0.148,0.007,0.651,0.492,0.318,0.078,0.732,0.132,0.233,0.311,1.118,0.329,0.492,0.309,0.307,0.078,0.01626,0.01225,0.16965,359.0,794.0,45.2,166.14
P_6vDLq64gE_seg006,3.0,-29.18,21.07,0.0386999994516372,0.0,1222.4100341796875,81.46,18.54,254.81,0.0398,0.1296,0.0148,0.0002,0.03706,0.00031,27.0,fear,11.1,0.0,44.4,11.1,14.8,18.5,0.0,surprised,0.192,0.069,0.257,0.044,0.014,0.092,0.051,0.4,0.132,0.147,0.202,0.627,0.096,0.104,0.518,0.479,0.23,0.132,0.261,0.257,0.202,0.01291,0.01176,0.17732,484.0,793.0,61.0,217.53
P_6vDLq64gE_seg007,4.0,-29.19,22.77,0.0392999984323978,0.0,1234.9000244140625,77.56,22.44,211.27,0.0286,0.1155,0.01243,0.00016,0.03399,0.00026,28.0,neutral,3.6,0.0,7.1,3.6,60.7,25.0,0.0,angry,0.409,0.11,0.858,0.026,0.157,0.163,0.025,0.602,0.176,0.084,0.137,0.881,0.168,0.194,0.334,0.638,0.256,0.176,0.519,0.858,0.137,0.00629,0.00739,0.1631,426.0,812.0,52.5,158.82
P_6vDLq64gE_seg009,3.0,-29.34,18.06,0.0384000018239021,0.0,1228.4200439453125,83.8,16.2,221.47,0.0353,0.1281,0.01892,0.00012,0.04786,1e-05,26.0,neutral,0.0,0.0,26.9,0.0,50.0,23.1,0.0,happy,0.018,0.018,0.064,0.005,0.003,0.001,0.013,0.061,0.076,0.0,0.031,0.075,0.015,0.018,0.135,0.053,0.049,0.076,0.036,0.064,0.031,0.05242,0.04894,0.14151,197.0,773.0,25.5,178.41
P_6vDLq64gE_seg012,4.0,-27.77,15.65,0.0456999987363815,0.0,1302.1400146484375,82.53,17.47,213.72,0.0359,0.1312,0.0188,0.00014,0.03213,0.00022,27.0,sad,7.4,0.0,18.5,11.1,29.6,33.3,0.0,angry,0.242,0.068,0.351,0.048,0.055,0.102,0.052,0.329,0.166,0.106,0.169,0.418,0.091,0.15,0.42,0.436,0.146,0.166,0.31,0.351,0.169,0.01375,0.01196,0.1243,413.0,781.0,52.9,189.96
P_6vDLq64gE_seg014,3.0,-28.54,14.42,0.0417000018060207,0.0,1249.4200439453125,85.99,14.01,241.61,0.0352,0.1098,0.01713,0.0002,0.03459,0.00029,28.0,neutral,0.0,3.6,10.7,7.1,46.4,32.1,0.0,surprised,0.39,0.13,0.168,0.083,0.107,0.526,0.116,0.47,0.323,0.202,0.26,0.787,0.319,0.283,0.749,0.722,0.282,0.323,0.52,0.168,0.26,0.01803,0.01545,0.21593,293.0,814.0,36.0,191.65
P_6vDLq64gE_seg015,3.0,-27.04,9.71,0.0531000010669231,0.0,1460.6400146484375,88.23,11.77,255.16,0.0286,0.1088,0.01345,0.00021,0.03401,0.00038,26.0,angry,42.3,0.0,15.4,3.8,11.5,26.9,0.0,surprised,1.096,0.251,0.562,0.013,0.752,0.764,0.025,0.787,0.499,0.806,0.058,0.66,0.163,0.239,0.22,0.901,0.14,0.499,1.346,0.562,0.058,0.00695,0.00584,0.21065,266.0,770.0,34.5,153.7
P_6vDLq64gE_seg018,3.0,-28.67,0.0,0.0384999997913837,0.0,1059.0699462890625,83.21,16.79,268.28,0.0471,0.1539,0.0146,0.00023,0.03221,0.00025,27.0,sad,3.7,0.0,37.0,0.0,3.7,51.9,3.7,surprised,0.225,0.088,0.026,0.054,0.003,0.264,0.07,0.329,0.158,0.179,0.103,0.635,0.089,0.156,0.531,0.543,0.217,0.158,0.313,0.026,0.103,0.00089,0.00063,0.27165,357.0,799.0,44.7,200.69
P_6vDLq64gE_seg019,3.0,-27.95,2.24,0.0430999994277954,0.0,1140.1400146484375,86.65,13.35,211.78,0.031,0.1294,0.01628,8e-05,0.03545,3e-05,27.0,sad,3.7,0.0,33.3,0.0,18.5,37.0,7.4,angry,0.189,0.029,0.279,0.054,0.02,0.149,0.006,0.237,0.095,0.202,0.065,1.01,0.012,0.054,0.497,0.598,0.205,0.095,0.218,0.279,0.065,0.01375,0.01119,0.15333,208.0,781.0,26.6,190.14
